label,youtube_id,time_start,time_end,split,is_cc
abseiling,2SRJgIEtZVs,239,249,train,0
abseiling,2UXCC5iONM0,67,77,train,0
abseiling,2Vt5Xi9zMwI,80,90,train,0
abseiling,2YFIND4tXCc,2,12,train,0
abseiling,3BDlgjIAlaU,6,16,train,0
abseiling,3CyigQpeF6I,79,89,train,0
abseiling,3D7uhXK_6-M,86,96,train,0
abseiling,3EO1jQ_nayQ,21,31,train,0
abseiling,3hAYiMA3B54,117,127,train,0
abseiling,3J29xVFUn00,40,50,train,0
abseiling,3k5sU0UoyJE,63,73,train,0
abseiling,3L60SisVlbI,33,43,train,0
abseiling,3lljmujoV9Y,958,968,train,0
abseiling,3NndJs2ASXk,6,16,train,0
abseiling,3piYTVCzh98,30,40,train,0
abseiling,3qafN6S_En4,58,68,train,0
abseiling,3VqrHekUnOE,141,151,train,0
abseiling,3xZcUCuw1Bg,332,342,train,0
abseiling,3Y9w_rC9m5s,9,19,train,0
abseiling,3YzplIZVXpM,89,99,train,0
abseiling,40GRwg2Gsvk,127,137,train,0
abseiling,46PBuHste2E,134,144,train,0
abseiling,46SgcqC8a3g,45,55,train,0
abseiling,4k7MUQJVevU,241,251,train,0
abseiling,4KNvdZGNVRM,765,775,train,0
abseiling,4Lt8S9uip0A,16,26,train,0
abseiling,4lTtJeXACp4,121,131,train,0
abseiling,4P0suSCb4Gg,25,35,train,0
abseiling,4PCb5d0PDqE,184,194,train,0
abseiling,4pmkLkrDTdA,0,10,train,0
abseiling,4sCQ-EX6cIg,21,31,train,0
abseiling,4tm7iT3OWWs,2,12,train,0
abseiling,4UfTRS5bWPw,0,10,train,0
abseiling,4VvQtg9lRK8,186,196,train,0
abseiling,51GJ2uVXjvM,1007,1017,train,0
abseiling,51taNPfG89o,80,90,train,0
abseiling,5C9lhUhiJMk,96,106,train,0
abseiling,5dmLwEjGgxs,9,19,train,0
abseiling,5EzHPARxZyk,69,79,train,0
abseiling,5fmxORDrj1U,123,133,train,0
abseiling,5jB9jPrhIho,159,169,train,0
abseiling,5QfpFAp1Euo,383,393,train,0
abseiling,5QSuGYOs6gs,72,82,train,0
abseiling,5SpwBTuhbvQ,119,129,train,0
abseiling,5vuqHwG6XkM,169,179,train,0
abseiling,60hYTVgs8EQ,1,11,train,0
abseiling,611neCpTy4w,42,52,train,0
abseiling,65jSHOHfBL8,7,17,train,0
abseiling,69fjzFXrOE4,51,61,train,0
abseiling,6ALt2LCGX9Y,221,231,train,0
abseiling,6fBBpbxDuTw,112,122,train,0
abseiling,6fl2iWcjRz4,244,254,train,0
abseiling,6LhE09TB4Jo,246,256,train,0
abseiling,6OmEdqNyha8,126,136,train,0
abseiling,6pum2ZbKKoA,215,225,train,0
abseiling,6QGz7WGjzP4,21,31,train,0
abseiling,6qpWybvv5-s,68,78,train,0
abseiling,6UsJ5zI6Ftk,15,25,train,0
abseiling,6vxPOSVjr0U,47,57,train,0
abseiling,6W6kOUbb-uc,62,72,train,0
abseiling,6WkO9nj7He0,0,10,train,0
abseiling,6Z1QjwtRWjI,20,30,train,0
abseiling,7CpnJHUcLqA,0,10,train,0
abseiling,7dJXS-QdVFc,316,326,train,0
abseiling,7DVc_T3JbjE,28,38,train,0
abseiling,7FDOWJJ_5jc,22,32,train,0
abseiling,7Fvi2Z8vuDU,7,17,train,0
abseiling,7GOB1u0scWw,426,436,train,0
abseiling,7IqQ1ipvwLQ,601,611,train,0
abseiling,7LGTc3KkdzY,27,37,train,0
abseiling,7lTuyOOJGBk,34,44,train,0
abseiling,7mN1q9Bn2LE,520,530,train,0
abseiling,7Ni_HDZv5jc,27,37,train,0
abseiling,7oeEglzbXhM,267,277,train,0
abseiling,7rGHBHnBB-g,14,24,train,0
abseiling,7Rs8pqPVJ4o,153,163,train,0
abseiling,7vdqMe7ijZk,75,85,train,0
abseiling,7yf5Pd_pPuE,1,11,train,0
abseiling,82eVvB2tzXo,45,55,train,0
abseiling,83cAw3MeTP0,175,185,train,0
abseiling,83qvYdwbcUk,56,66,train,0
abseiling,84wLHeoit5Y,536,546,train,0
abseiling,8mh3lYSJWts,142,152,train,0
abseiling,8NaoKo4TyHk,41,51,train,0
abseiling,8OMIM5P6Alo,127,137,train,0
abseiling,8pAtfl2u_FI,19,29,train,0
abseiling,8pMa6CmyKWc,99,109,train,0
abseiling,8t6dOn1mm5g,303,313,train,0
abseiling,8Tnvovr65aE,1,11,train,0
abseiling,8vYsjrFBbUU,45,55,train,0
abseiling,8YHu1xNJ3Qc,12,22,train,0
abseiling,91-P5LnmPts,151,161,train,0
abseiling,95Rc1DynjV0,6,16,train,0
abseiling,9EYSXPShv9k,2,12,train,1
abseiling,9glrZvi6MuA,141,151,train,0
abseiling,9kja4yMINUI,152,162,train,0
abseiling,9rno7XFc4hQ,52,62,train,0
abseiling,9SfuCmvtFQ0,168,178,train,0
abseiling,9WRDnLmtBBA,43,53,train,0
abseiling,9Y4-qjm56oU,293,303,train,0
abseiling,a-3KRovAH-k,106,116,train,0
abseiling,A-n9hgJqXXk,4,14,train,0
abseiling,a4UOhPiV4QE,675,685,train,0
abseiling,A5B8Cg51Ao8,41,51,train,0
abseiling,A8j3w3OWe4c,117,127,train,0
abseiling,aai41WKpdyo,45,55,train,0
abseiling,AbjOPG_qq-4,14,24,train,0
abseiling,ABVY2X5gybE,210,220,train,0
abseiling,aCpOV13Bl4c,80,90,train,0
abseiling,adb9uBF8pec,173,183,train,0
abseiling,ADTM56wuhKk,1,11,train,0
abseiling,Aj-fFZx-GLw,172,182,train,0
abseiling,alc3JF6C4uE,163,173,train,0
abseiling,aMbGRW5j2F4,992,1002,train,0
abseiling,AmWB0g4snxQ,2,12,train,0
abseiling,Anmq_WzU_Uk,31,41,train,0
abseiling,AO0gugLQK0A,267,277,train,0
abseiling,aOzyY4Vy0NQ,138,148,train,0
abseiling,aP1tA12GEMI,11,21,train,0
abseiling,APDoqgK_DEo,1304,1314,train,0
abseiling,Aq7XRiPh9SU,4,14,train,0
abseiling,ARe0QmAVjLw,4,14,train,0
abseiling,aRRzvis-O5c,23,33,train,0
abseiling,AVnqCud74Ik,91,101,train,0
abseiling,AWp3-Ai1atM,59,69,train,0
abseiling,Ay8i4kzXvOI,140,150,train,0
abseiling,Ayg5JYcwp40,16,26,train,0
abseiling,AZ97u49sqHM,0,10,train,0
abseiling,aZIvntPT4Mw,7,17,train,0
abseiling,aZY_0UqRNgA,98,108,train,0
abseiling,B07KLTNH4gk,24,34,train,0
abseiling,B0bGNYOybV0,172,182,train,0
abseiling,B0jeLM5OwAA,263,273,train,0
abseiling,b6iiZKlmIlg,15,25,train,0
abseiling,B87MBhH7Os8,7,17,train,0
abseiling,Babos19YvQ0,12,22,train,0
abseiling,bACr8nU7Bwk,33,43,train,0
abseiling,BacSaidC4nE,67,77,train,0
abseiling,BB-ZXk9wUA0,4,14,train,0
abseiling,Becaq94rduU,39,49,train,0
abseiling,bERucmnQMZk,307,317,train,0
abseiling,BhePozhKUhk,405,415,train,0
abseiling,BirFVx320p8,11,21,train,0
abseiling,Bj1m0iTbowA,42,52,train,0
abseiling,bKHjo4pR1lA,0,10,train,0
abseiling,bLlWqMFrQ0w,12,22,train,0
abseiling,bp7hF7s_Idw,2,12,train,0
abseiling,BS-5QaLOuy4,73,83,train,0
abseiling,btA2TeMpu1M,1,11,train,0
abseiling,BuG_Bx-af_Y,39,49,train,0
abseiling,Bx-gqXd7vcg,88,98,train,0
abseiling,bYVa4Rdeowc,48,58,train,0
abseiling,BZiuKJ0b4sQ,337,347,train,0
abseiling,BzuxEyeqri0,58,68,train,0
abseiling,c-Clk49UPVw,91,101,train,0
abseiling,C0QunR-DTiQ,387,397,train,0
abseiling,C1wMw87YRYg,248,258,train,0
abseiling,C2hIVQGHaZI,1,11,train,0
abseiling,C2qo6Z-GLHI,6,16,train,0
abseiling,c3D78pGB-WM,12,22,train,0
abseiling,C3u5uTyDI_g,15,25,train,0
abseiling,CAjyU8BTfxc,821,831,train,0
abseiling,caqi4oO1pIY,35,45,train,0
abseiling,caSwnAhYayk,294,304,train,1
abseiling,CbMeI-XvDHM,29,39,train,0
abseiling,ccvR-ZtPIGs,263,273,train,0
abseiling,CD_AiCehOVE,151,161,train,0
abseiling,cevsrPHMvJg,62,72,train,0
abseiling,cf6AuT58Zk0,52,62,train,0
abseiling,cH2akHuPMCs,17,27,train,0
abseiling,CK7DjZd4rdQ,29,39,train,0
abseiling,ck7GOaenxn0,2,12,train,0
abseiling,cNEPDz_3q7E,99,109,train,0
abseiling,cnEtdSRvjc4,126,136,train,0
abseiling,cPubr0IMQDI,54,64,train,0
abseiling,CQfGgWzTJak,26,36,train,0
abseiling,CRhya73Txgo,172,182,train,0
abseiling,cRo1G2eWOKA,0,10,train,0
abseiling,cTAs-juKIB8,33,43,train,0
abseiling,CV5t15nwJ9g,189,199,train,0
abseiling,CVJMv1KXKe0,0,10,train,0
abseiling,CWcpEGayCQ0,93,103,train,0
abseiling,cwIVJCys390,22,32,train,0
abseiling,cxcHylfdYUI,57,67,train,0
abseiling,cy9QSDbFE68,154,164,train,0
abseiling,cZCc1OO24dA,2,12,train,0
abseiling,c_A6JqdPQSU,131,141,train,0
abseiling,D-FB9nUwyZs,543,553,train,0
abseiling,d6CJ9YNSQqE,30,40,train,0
abseiling,D8Bk1DkXqos,115,125,train,0
abseiling,D8RIlFvjUNQ,277,287,train,0
abseiling,Dd2XBVw4flk,162,172,train,0
abseiling,DD7SHZXLtXw,17,27,train,0
abseiling,ddJ_Y9ZleAo,27,37,train,0
abseiling,DF2thKxXqvc,95,105,train,0
abseiling,DFcDhzpdxL0,34,44,train,0
abseiling,Dg3lq0ECxXE,4,14,train,0
abseiling,dg5_Bx88dsE,516,526,train,0
abseiling,DGJMOYAqQkA,0,10,train,0
abseiling,Dgm4OV7de_E,11,21,train,0
abseiling,dgXIyQuybpQ,74,84,train,0
abseiling,DiQNYLb2svU,42,52,train,0
abseiling,dkfFNbkGFAY,45,55,train,0
abseiling,dlo2JVW5Z9g,8,18,train,0
abseiling,DlXHg8TcKAw,0,10,train,0
abseiling,dMBxA3ZtLqY,13,23,train,0
abseiling,dmgYPVqhbXc,237,247,train,0
abseiling,dmR21g0D1No,114,124,train,0
abseiling,DP6vmNlopRo,19,29,train,0
abseiling,DpAPeQ61Gqo,190,200,train,0
abseiling,DPUdSrSqPX4,23,33,train,0
abseiling,dQwfb1l-3dM,182,192,train,0
abseiling,DrbcRsdFN7c,2,12,train,0
abseiling,DUxaQ_c9XfI,29,39,train,0
abseiling,DV4AdEeAVSM,158,168,train,0
abseiling,dvEr9R6qkuQ,26,36,train,0
abseiling,dVPMgzG03iY,11,21,train,0
abseiling,DVvNGwWTTdo,57,67,train,0
abseiling,dxiQHHuWisA,96,106,train,0
abseiling,dXUvR8_RhXs,322,332,train,0
abseiling,DYM59HPH9-s,28,38,train,0
abseiling,e1GyUkehbPY,11,21,train,0
abseiling,e2C6U9vJftk,93,103,train,0
abseiling,E5AsQR4zejI,2,12,train,0
abseiling,e9WncFzQNxo,12,22,train,0
abseiling,ecSMO-ngFGg,244,254,train,0
abseiling,EDqZWL7RUrQ,34,44,train,0
abseiling,EENhxyHcpYM,162,172,train,0
abseiling,eErDZyjrIDc,14,24,train,0
abseiling,eERWadcoROk,0,10,train,0
abseiling,EEXTrHkPwYQ,14,24,train,0
abseiling,ef_3RhTWETQ,129,139,train,0
abseiling,eIgOw9_ufIY,45,55,train,0
abseiling,eNHiZLc3-TY,33,43,train,0
abseiling,EO5_LkUtyf8,150,160,train,0
abseiling,eOUfayYugD0,87,97,train,0
abseiling,ep-AGnCZhPw,53,63,train,0
abseiling,eqOM1w1Zff4,61,71,train,0
abseiling,ERbjTG_ApJg,87,97,train,0
abseiling,Es1dNzLEQcU,38,48,train,0
abseiling,ESJ7Ie1mKM0,62,72,train,0
abseiling,eTKXXDATOLc,32,42,train,0
abseiling,ETTyuQC9TIA,74,84,train,0
abseiling,evd0G8YCx8A,0,10,train,0
abseiling,ewaRyL8GJUo,11,21,train,0
abseiling,eYol_rlZEsY,0,10,train,0
abseiling,eyQG6HKjii0,4,14,train,0
abseiling,e_GLdSERefQ,181,191,train,0
abseiling,e_Q667WGYr0,134,144,train,0
abseiling,F-Zg30cS_pw,3,13,train,0
abseiling,f1pTYyX1yf0,14,24,train,0
abseiling,f7lKr6RdMgY,234,244,train,0
abseiling,fa-NXjKejdE,12,22,train,0
abseiling,FAG_lOABfJM,2,12,train,0
abseiling,fAYmWlgAJU4,54,64,train,0
abseiling,fAZxq-1K6wI,22,32,train,0
abseiling,fFyxRK-7rnM,153,163,train,0
abseiling,Fgx_XsxBl90,2,12,train,0
abseiling,FHOszybReO8,0,10,train,0
abseiling,flT-y-P1RHI,42,52,train,0
abseiling,fMhi-N3HKWM,81,91,train,0
abseiling,fnaUgVGIp5U,56,66,train,0
abseiling,Foa5N7B6cHE,124,134,train,0
abseiling,FoZbdH_c1N0,2,12,train,0
abseiling,Fp56x7IKPv4,346,356,train,0
abseiling,Fpg43feiBdY,575,585,train,0
abseiling,FpYu3_Vwsf0,103,113,train,0
abseiling,fQhwWRVutBE,199,209,train,0
abseiling,fSW_wCvfRYo,2,12,train,0
abseiling,FTAW1xiYRTs,86,96,train,0
abseiling,fuMab2Y9dCA,205,215,train,0
abseiling,fv0CvUoK-R4,165,175,train,0
abseiling,fxIfAQKF-5E,27,37,train,0
abseiling,fXyRCY-rmHY,15,25,train,0
abseiling,fypKVBoTKF0,28,38,train,0
abseiling,g-tBYELQ1iQ,5,15,train,0
abseiling,G0daJA6cuqQ,509,519,train,0
abseiling,g1RStQlJjGk,93,103,train,0
abseiling,G5TxM5aTvhU,32,42,train,0
abseiling,G6874_jeMqw,166,176,train,0
abseiling,g74TUWKs0tg,78,88,train,0
abseiling,G8nE4DlDVwk,394,404,train,0
abseiling,g9vKORBYCSU,29,39,train,0
abseiling,GAuPyjJxoqI,11,21,train,0
abseiling,GCzM_sZZvIA,66,76,train,0
abseiling,gdr8ccWm9J0,70,80,train,0
abseiling,GeQIaEeFl9o,180,190,train,0
abseiling,GigZPZT-yGg,37,47,train,0
abseiling,gIydDw_reEA,15,25,train,0
abseiling,GKBKT4hyfGU,30,40,train,0
abseiling,gkecovLj8Fg,57,67,train,0
abseiling,gN9Usd27nxU,62,72,train,0
abseiling,GOxna0lmElI,26,36,train,0
abseiling,gp4TXswhtow,11,21,train,0
abseiling,GPCeg27RHhQ,47,57,train,0
abseiling,gsArqVEUoAo,28,38,train,0
abseiling,GSBrpJUGBi8,89,99,train,0
abseiling,GUIbKtdP-wc,170,180,train,0
abseiling,gVyclvq7waU,1435,1445,train,0
abseiling,gy-pkMPm6yk,140,150,train,0
abseiling,gySIEk3lq1U,74,84,train,0
abseiling,gyXwcxjFgvA,25,35,train,0
abseiling,GzF_8pSQq98,392,402,train,0
abseiling,GZz_mnc3-Nc,5,15,train,0
abseiling,G_Nl_Tt26Nc,34,44,train,0
abseiling,h-6joIbk4hY,100,110,train,0
abseiling,h0nyussE7xk,49,59,train,0
abseiling,H2jiGXKHJPE,102,112,train,0
abseiling,h2ysRnZDvJc,5,15,train,0
abseiling,h3GlX3CEewQ,31,41,train,0
abseiling,H3J3K7hM1lo,65,75,train,0
abseiling,H4Erxu7l6dg,13,23,train,0
abseiling,h4fxmyfMgdU,582,592,train,0
abseiling,H79HKeLq5Co,122,132,train,0
abseiling,HaMlVG-dbjw,3,13,train,0
abseiling,hAul4ZIiuWM,71,81,train,0
abseiling,hbU9ysARd3k,2,12,train,0
abseiling,hCXYm8bTYgM,27,37,train,0
abseiling,hetZSbO3tTA,303,313,train,0
abseiling,hglYLaek53E,158,168,train,0
abseiling,HgOdrOn-dmQ,0,10,train,0
abseiling,HINuj6sbXUk,34,44,train,0
abseiling,hJyyw6xYhPM,22,32,train,0
abseiling,HLU5bdWnsBw,119,129,train,0
abseiling,hMevKxHva4c,178,188,train,0
abseiling,hPEpjRFdb4I,16,26,train,0
abseiling,HpLRjkRp5VM,48,58,train,0
abseiling,HrixdLImyuc,313,323,train,0
abseiling,HRqHN5c501g,12,22,train,0
abseiling,hRVR9qDGKnk,125,135,train,0
abseiling,HSXK0yNjed4,43,53,train,0
abseiling,hTxZrp4m2pQ,43,53,train,0
abseiling,HUTNkEAPmzQ,84,94,train,0
abseiling,hVPVCrMf714,167,177,train,0
abseiling,HwMk5YNw7j0,0,10,train,0
abseiling,HYqChyVnmX0,320,330,train,0
abseiling,I1k-vFHsFD0,114,124,train,0
abseiling,I2h-vBBFfak,357,367,train,0
abseiling,i5lA7cQXtPE,10,20,train,0
abseiling,I6tJl7FmZ94,10,20,train,0
abseiling,I8eXZryF2j0,109,119,train,0
abseiling,icli9CZtwyw,20,30,train,0
abseiling,IcXVFyYx8Gk,494,504,train,0
abseiling,IFrFOmnamHw,42,52,train,0
abseiling,iGnnxu-R4vk,84,94,train,0
abseiling,IHkxZWpjiTs,665,675,train,0
abseiling,ii4EPoZE3Gw,131,141,train,0
abseiling,IjEoRlbGOyE,2,12,train,0
abseiling,iKqC0kPmJK4,35,45,train,0
abseiling,iK_kNP9YCKc,514,524,train,0
abseiling,ilaF4-FUp6s,122,132,train,0
abseiling,iL_tOC2FhDU,187,197,train,0
abseiling,IMhQO0Lflsg,27,37,train,0
abseiling,iPto33JQz9Y,131,141,train,0
abseiling,IRX7GTz-89Y,86,96,train,0
abseiling,iVn9-qQXlzw,72,82,train,0
abseiling,iVTzggF-GXo,54,64,train,0
abseiling,iWpMbYTeiMs,201,211,train,0
abseiling,Ixufq51wTos,483,493,train,0
abseiling,iyydmodsurg,67,77,train,0
abseiling,i_GThcrD--M,68,78,train,0
abseiling,i_Zy14ioeR8,258,268,train,0
abseiling,j32z4MASgo8,205,215,train,0
abseiling,J3rmtvEl4yI,57,67,train,0
abseiling,j7Iy9wQev8Q,92,102,train,0
abseiling,j7lQcGkIIeM,0,10,train,0
abseiling,JATB9uBHN-g,232,242,train,0
abseiling,JbcK6eIZA04,865,875,train,0
abseiling,jCMA0Nu0DOU,23,33,train,0
abseiling,jCOGEMVKVTY,100,110,train,0
abseiling,JdDOzkDLgno,227,237,train,0
abseiling,Je8oq99VpLw,14,24,train,0
abseiling,JFDSGdxTNTY,145,155,train,0
abseiling,JfO4iPnn8Fs,595,605,train,0
abseiling,JGYdUdYgL6o,28,38,train,0
abseiling,JG_UfSLVTb8,79,89,train,0
abseiling,jkuRhrEfgqg,183,193,train,0
abseiling,jkxxF8GpsRM,34,44,train,0
abseiling,Jl4Uz1BU4Qc,29,39,train,0
abseiling,Jm5Wd_pDaYo,95,105,train,0
abseiling,jMtc0jRpyW8,266,276,train,0
abseiling,jOMaBGcMSqU,6,16,train,1
abseiling,Jp3ScCTp48M,76,86,train,0
abseiling,JS-JUVuhNV4,36,46,train,0
abseiling,jt6F7JFCd1s,0,10,train,0
abseiling,jU9v1LGZ_DE,40,50,train,0
abseiling,Jx-5QyTX7kU,45,55,train,0
abseiling,JYJWeYBZunY,3,13,train,0
abseiling,J_Bj9cKL_1k,23,33,train,0
abseiling,j_vun4P3iVw,2,12,train,0
abseiling,J_y0WYxcDUk,3,13,train,0
abseiling,K-FuEtbXOR0,19,29,train,0
abseiling,K2b-mOPWebA,205,215,train,0
abseiling,K5hm-tSYxr4,153,163,train,0
abseiling,k5QQQX35xWQ,168,178,train,0
abseiling,k6iCnjDDREI,1042,1052,train,0
abseiling,K8uAJzmMIFY,45,55,train,0
abseiling,KA5UeZwbiXI,28,38,train,0
abseiling,Kb4emFBFb88,12,22,train,0
abseiling,kCo-xhw3l_k,221,231,train,0
abseiling,KCVCpI324yQ,0,10,train,0
abseiling,kdbxvRUe0-0,4,14,train,0
abseiling,kGomAlkQook,521,531,train,0
abseiling,KH0_o9Es6Z0,15,25,train,0
abseiling,KHeXJMT7hfE,353,363,train,0
abseiling,KHhH77iEKHU,228,238,train,0
abseiling,KI47gWVOPf4,75,85,train,0
abseiling,KIZh2d1bCDc,17,27,train,0
abseiling,KK9Lp7R8QuU,40,50,train,0
abseiling,KKMIPtbHj24,123,133,train,0
abseiling,KNboZsF9Frg,23,33,train,0
abseiling,kPjvoLdrcKM,4,14,train,0
abseiling,Kpq9BIquuo0,32,42,train,0
abseiling,krXXO18LjJU,157,167,train,0
abseiling,KSWzJG6DDpM,106,116,train,0
abseiling,Kw9K1in0oiM,0,10,train,0
abseiling,K_C7ZnHCwvs,24,34,train,0
abseiling,K_Tnt0nVJBY,27,37,train,0
abseiling,L-SlzoxT4r0,11,21,train,0
abseiling,l4mORctM9fI,23,33,train,0
abseiling,L5q1j30RgbI,16,26,train,0
abseiling,L5wIHxrAm1k,244,254,train,0
abseiling,l8xsgLYzZVM,11,21,train,0
abseiling,LAcmGccj0dg,221,231,train,0
abseiling,lcUvrGX6qFM,655,665,train,0
abseiling,LDpfxkkLIc0,74,84,train,0
abseiling,LFtLaUL762o,33,43,train,0
abseiling,lGl48LQkV_c,1,11,train,0
abseiling,lgmHzvaovAs,19,29,train,0
abseiling,Lj6Or6lVccA,109,119,train,0
abseiling,ljEWjfO3nP0,9,19,train,0
abseiling,llyNMOhaYb8,15,25,train,0
abseiling,LmFR9e5Z_xc,44,54,train,0
abseiling,LMsv0hPw8D0,52,62,train,0
abseiling,LOeu4FXBId0,2,12,train,0
abseiling,LoODvfyqfFg,64,74,train,0
abseiling,LPUkjqUPk2s,344,354,train,0
abseiling,lqciwm6gDrk,659,669,train,0
abseiling,lsZbWb5ic3A,33,43,train,0
abseiling,LwNYFF5IAPM,0,10,train,0
abseiling,Lwti_IVm-Bc,39,49,train,0
abseiling,LwyKxe85UWI,88,98,train,0
abseiling,LY02AE6XK5I,381,391,train,0
abseiling,M-hBdj62g9Y,48,58,train,0
abseiling,m-iKFbNcLYM,30,40,train,0
abseiling,M-QV4d_80mw,188,198,train,0
abseiling,m25BcZ3B0Hs,219,229,train,0
abseiling,m2Cee9ZM088,173,183,train,0
abseiling,m3sstoH62y4,14,24,train,0
abseiling,M5Eurb5QPpA,85,95,train,0
abseiling,m8Pm5kmCuqI,64,74,train,0
abseiling,mfb4WOfIb2Y,201,211,train,0
abseiling,MgEcf3_I_Y4,159,169,train,0
abseiling,MIIbU2xZcUY,32,42,train,0
abseiling,mjsrWa2olhk,35,45,train,0
abseiling,mJtKQAMCz1U,222,232,train,0
abseiling,mJtln6FZ9-g,213,223,train,0
abseiling,mk351GkdmGw,420,430,train,0
abseiling,MnfLsShvImk,304,314,train,0
abseiling,MP-Op52e84g,176,186,train,0
abseiling,MqBaIW3qmuM,98,108,train,0
abseiling,mRdyYMPlJ_8,73,83,train,0
abseiling,MTu0FCLOchs,79,89,train,0
abseiling,mupfbIOZRmE,0,10,train,0
abseiling,mUUbYHYK7RM,69,79,train,0
abseiling,mXoPnA5weqE,66,76,train,0
abseiling,MyC1_iI7MHI,7,17,train,0
abseiling,mzanX0Y3b88,40,50,train,0
abseiling,M_KWGpwR1tA,79,89,train,0
abseiling,n0hSUmDctC0,125,135,train,0
abseiling,N59hvIvRJI4,34,44,train,0
abseiling,N6i1lBKv6dg,4,14,train,0
abseiling,N7A2LRdxlQM,683,693,train,0
abseiling,NhiwscssRb0,169,179,train,0
abseiling,NhqT1Noga6A,25,35,train,0
abseiling,NHvdcCRdLJA,15,25,train,0
abseiling,nKoqxSJcZn8,71,81,train,0
abseiling,NlLzuNVGl8U,40,50,train,0
abseiling,NmiqKGF24YE,431,441,train,0
abseiling,nmZQ-6af4VU,38,48,train,0
abseiling,nNc_9u_1Ck8,14,24,train,0
abseiling,Nnk8AcX4WOU,32,42,train,0
abseiling,NpaLrRmkbqU,42,52,train,0
abseiling,NULpzupkMQA,3,13,train,0
abseiling,NyuaFyp9l4Q,126,136,train,0
abseiling,o0npX0_iGh0,46,56,train,0
abseiling,o1iX2jQeGcI,57,67,train,0
abseiling,o1_DLN1HRjc,28,38,train,0
abseiling,o2aL6lbfwaM,118,128,train,0
abseiling,O4kIQoYXiJQ,99,109,train,0
abseiling,O9HI7PNFoWg,1,11,train,0
abseiling,OC4UGXf9Qgc,121,131,train,0
abseiling,Of-vXWwD2_w,39,49,train,0
abseiling,OGGf_ZoXfyM,1112,1122,train,0
abseiling,oHUWb_7hynM,48,58,train,0
abseiling,Ojj1ZuoUW18,68,78,train,0
abseiling,olBJ5AeJd2s,189,199,train,0
abseiling,olceUCYhL2M,467,477,train,0
abseiling,oMzFvZunGQg,173,183,train,0
abseiling,oNT_nF81-ZY,33,43,train,0
abseiling,ONXQoDifCLc,50,60,train,0
abseiling,OOQqkpM5e_M,157,167,train,0
abseiling,opcSPMgP0Zs,394,404,train,0
abseiling,opeUDHC4u-s,102,112,train,0
abseiling,oPK5Cyt3ox4,66,76,train,0
abseiling,oqn0cVz5Um4,385,395,train,0
abseiling,or-TvrtvbE8,124,134,train,0
abseiling,oRkJKkptcAA,134,144,train,0
abseiling,OtJJuxKuluU,143,153,train,0
